""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"YBL049W"	168.759514061288	1.98566042310286	0.217746208113901	9.11915041048237	7.57155391261299e-20	3.34957275820101e-19
"YBL052C"	191.328644444905	-1.10957699749834	0.208916380159451	-5.31110579578048	1.08962049243859e-07	2.92173372424266e-07
"YBL053W"	15.9974234751036	-1.84276877360538	0.487633763819684	-3.77900159982933	0.000157458412747244	0.000328977425214341
"YBL054W"	657.61197573742	-5.58723844417491	0.211478865211909	-26.4198431298385	8.10689189764682e-154	2.57552776414946e-152
"YBL058W"	3405.91975028672	1.0044053691264	0.0843004654062498	11.9145886595774	9.93553029051599e-33	6.15603937025183e-32
"YBL061C"	438.306522956174	-1.43890401450434	0.121100810593516	-11.8818693900748	1.47041680909603e-32	9.04152878534285e-32
"YBL062W"	2.42952542104279	-3.72689224863502	1.60613106561738	-2.32041601611288	0.0203183833045072	0.0321807043490984
"YBL064C"	2730.68880946842	3.1111437105793	0.0807926721659857	38.5077461503881	0	0
"YBL065W"	5.377805450144	1.99371485504406	0.855445178216778	2.33061674296893	0.019773577831839	0.0313714952088492
"YBL068W"	548.601498376398	-2.35214627431415	0.141997174582827	-16.5647399761616	1.25320707542154e-61	1.44263500103144e-60
"YBL071C"	322.177994737224	-2.30370089537503	0.176221683808902	-13.072743635075	4.71343297626263e-39	3.38291906081485e-38
"YBL071W-A"	300.19627632312	-2.37026690955671	0.224089569243656	-10.5773192280069	3.79665833476162e-26	1.99725183990179e-25
"YBL072C"	29964.4294482169	-1.79870546762571	0.184313948726418	-9.75892210033206	1.68941214512537e-22	8.02718483325329e-22
"YBL075C"	966.462590882425	1.53212480646928	0.138489811174502	11.0630868327111	1.89462724730067e-28	1.07053872622107e-27
"YBL076C"	8322.95494759686	-1.80595687981616	0.0806637508070604	-22.3887044892795	5.07115146394105e-111	1.0955377545934e-109
"YBL077W"	333.530571275273	-1.90289669063319	0.1674691038295	-11.3626731565395	6.41511121813929e-30	3.73887911913316e-29
"YBL078C"	147.970857446629	3.31992127847085	0.239808995190676	13.844023139462	1.38247368677633e-43	1.10888761930661e-42
"YBL081W"	1083.83369212974	-2.20229489077638	0.114115367155551	-19.2988459457386	5.4922141484334e-83	8.51555978373131e-82
"YBL082C"	1697.57937302653	-1.32820433296943	0.151744525815257	-8.75289784480572	2.07942905735153e-18	8.79685360358699e-18
"YBL083C"	498.170028095943	-1.4567181586824	0.167618237448666	-8.69069011138199	3.60244436721632e-18	1.51508383802264e-17
"YBL086C"	281.881509573269	1.70101725401193	0.247269114421003	6.87921440570925	6.01835226726699e-12	2.02728383805392e-11
"YBL087C"	13105.2677630467	-2.47663405440299	0.183784936961007	-13.475718387783	2.17359410590314e-41	1.66710809471695e-40
"YBL092W"	21832.5305110874	-2.48091872568595	0.206175323189699	-12.0330536521254	2.3818519353369e-33	1.50017321602706e-32
"YBL100C"	124.194158495351	1.15376792294886	0.427619278193089	2.69811952310503	0.00697323990197272	0.0118184016225641
"YBL101C"	742.204440612126	1.50553779100501	0.125717209610575	11.9755902606223	4.77030392666167e-33	2.98132495165808e-32
"YBR001C"	990.830147928392	2.31758909868089	0.141868826844027	16.3361405760329	5.46015523751255e-60	6.10125277488256e-59
"YBR002C"	474.459619716475	-1.11792544572787	0.102034522909531	-10.9563451060488	6.19510685333655e-28	3.44048736216574e-27
"YBR003W"	1392.79582596523	1.14481034318537	0.0957319303657475	11.9585005630993	5.86106886943789e-33	3.65597568265899e-32
"YBR006W"	1192.13740559408	2.97172447625223	0.0966907941779283	30.7343062130996	1.98198394481661e-207	1.01143605876823e-205
"YBR008C"	1599.83487884693	-1.26835913772181	0.121715181567929	-10.4207143380379	1.99449491986091e-25	1.02589853774751e-24
"YBR009C"	4380.23134865358	-1.07038667111105	0.102965289588119	-10.3956068631751	2.59628909608239e-25	1.32701495518218e-24
"YBR010W"	4637.15241062722	-1.32116004240988	0.129065211542242	-10.2363760661988	1.36244365162929e-24	6.83436324010018e-24
"YBR012C"	22.3915799297442	-1.00327407886426	0.435234337709135	-2.30513539934605	0.0211589914785002	0.033430381221882
"YBR013C"	105.027300657714	1.62943412243623	0.29232799584967	5.57399272587689	2.48966134399206e-08	6.95195828109113e-08
"YBR014C"	876.460523084783	1.73594320188397	0.116600499047093	14.8879568790083	3.94645952971603e-50	3.65385774458423e-49
"YBR018C"	142.091832333557	2.46253522426316	0.192949463612416	12.7625917074833	2.65227382376759e-37	1.83060560722447e-36
"YBR021W"	758.140706317557	-1.24676350179579	0.106386699334437	-11.7191670537354	1.01666672190957e-31	6.12931816250781e-31
"YBR024W"	320.339869492045	1.71523299752869	0.144882788338255	11.8387630249369	2.4605517264096e-32	1.50017269415434e-31
"YBR025C"	8912.42924126539	-1.59817629259353	0.0973583040901917	-16.4154080900279	1.48379827395796e-60	1.66953066206971e-59
"YBR026C"	1530.07357747482	1.45404918083362	0.0978121280772532	14.865735051641	5.50078095723236e-50	5.07842754755312e-49
"YBR030W"	442.475560392714	-1.28551916114111	0.117498353976772	-10.940741871118	7.35952033857429e-28	4.08365165362157e-27
"YBR031W"	80201.0772716201	-2.46272983941852	0.201240403132046	-12.2377504769883	1.9537267159071e-34	1.25991073092477e-33
"YBR034C"	2362.42751018952	-3.47530946372286	0.10105810126024	-34.3892218474736	3.65417773312673e-259	2.75380533585981e-257
"YBR040W"	63.3853878066519	-2.95842634928967	0.317191911879082	-9.32692870938481	1.08983118970419e-20	4.94621564458884e-20
"YBR045C"	86.3765945449202	2.74160188268059	0.268032289519474	10.2286253928424	1.47599493545584e-24	7.38111356226025e-24
"YBR046C"	648.825857705024	2.53488906611927	0.133944705523372	18.924891851563	7.11353507408805e-80	1.0360184452846e-78
"YBR047W"	213.874130626931	2.30409538737113	0.204798478327263	11.2505493507097	2.30154090734226e-29	1.32471461993652e-28
"YBR048W"	19884.0403931789	-1.82298179935709	0.159993632031509	-11.3940897285091	4.47482216685922e-30	2.61273175346077e-29
"YBR050C"	72.9178594500192	1.37224611686419	0.244826914545566	5.60496430472635	2.08297887439262e-08	5.84406324023315e-08
"YBR052C"	3189.66147416422	2.38619160224991	0.136734937269876	17.451220952698	3.36952548411936e-68	4.26521380128468e-67
"YBR053C"	2496.16769325496	2.35349431285812	0.107716037297401	21.8490614016944	7.93469226019536e-106	1.64822886340789e-104
"YBR054W"	1885.16965912913	2.28707960058785	0.137827609181506	16.5937696675561	7.73118320283017e-62	8.96347018560685e-61
"YBR056W"	2501.17809843909	3.07941841926039	0.126510989338934	24.3411140435426	7.20007759438056e-131	1.8968984914301e-129
"YBR059C"	1107.70379385045	1.44949577593619	0.130203557340613	11.1325358964218	8.7121133946991e-29	4.94857203427212e-28
"YBR061C"	576.854990837502	-1.99199248548632	0.132486765449972	-15.0354073383919	4.30392722206913e-51	4.06614465396939e-50
"YBR064W"	1.92599118696881	3.56546613310637	1.66715931772053	2.13864751569235	0.0324642262049123	0.0497401063910251
"YBR067C"	10000.8895381427	-1.22782098661104	0.191500811341519	-6.41157067695845	1.44027959455072e-10	4.56675736413074e-10
"YBR069C"	5811.7934216987	-2.31055499661157	0.140908750656566	-16.3975266677584	1.99183858022468e-60	2.23340931460833e-59
"YBR070C"	671.743154402904	-1.1524675694683	0.12888035985817	-8.94215046215396	3.81669454887512e-19	1.6567982164273e-18
"YBR071W"	595.074292527712	-1.27398589870133	0.110103155931109	-11.5708390729368	5.79135041950737e-31	3.44346257512176e-30
"YBR072W"	2767.54775249457	4.46991077934257	0.148003923384233	30.2012992435223	2.27734648545811e-200	1.10145392330254e-198
"YBR073W"	639.986449480015	-1.3326450018047	0.115474801514635	-11.5405697548292	8.23777578816731e-31	4.88463173678979e-30
"YBR078W"	21091.9955196268	-2.08943765119061	0.100986728640231	-20.6902201836274	4.24271429546202e-95	7.85629467111123e-94
"YBR079C"	3734.59313707278	-1.71051063799337	0.0784191577473588	-21.8124076708918	1.76916798025535e-105	3.66325165496324e-104
"YBR083W"	505.285189321534	-1.60683711130221	0.109013261398351	-14.7398315644423	3.57675707248879e-49	3.20179041254142e-48
"YBR084C-A"	8947.94702452718	-2.77192606636543	0.153991687817341	-18.0004914918095	1.93097781272597e-72	2.585675042206e-71
"YBR084W"	3042.82689926667	-3.10296022359288	0.147192026547461	-21.0810347297743	1.18758716830985e-98	2.29070013030243e-97
"YBR085C-A"	2320.11963948564	3.96554717762038	0.129106932574665	30.7152148884572	3.56546603423372e-207	1.77752195137452e-205
"YBR085W"	277.080289216392	-2.07104084349925	0.15811342001291	-13.0984507408046	3.36047203256156e-39	2.42530281102801e-38
"YBR088C"	1473.88569152716	-2.24110256001784	0.10776433365266	-20.7963292126061	4.6722826081109e-96	8.82829842074833e-95
"YBR092C"	5516.34640909242	-3.79993084316432	0.16692977972502	-22.7636485798033	1.05124525507521e-114	2.37390958123431e-113
"YBR099C"	40.4001069715556	1.19016534732465	0.348505296403849	3.41505669958451	0.000637687358303035	0.00124708864488895
"YBR104W"	576.704199618651	-3.81718401259629	0.144546485965242	-26.4080028449408	1.10885152252465e-153	3.50559352072305e-152
"YBR105C"	1339.58559900924	1.0813820281382	0.14000783652965	7.72372500670124	1.12978443136263e-14	4.22024950989119e-14
"YBR106W"	10467.9710560092	-1.54550141548529	0.185232140011187	-8.34359207528432	7.20672814917137e-17	2.93016343380048e-16
"YBR108W"	547.402977476982	1.38633335534553	0.127720608300964	10.8544218023042	1.90005463505767e-27	1.03830135664492e-26
"YBR111C"	1856.04636554702	1.04804314415987	0.13771473754324	7.61024682511417	2.73572962191786e-14	1.00341050818617e-13
"YBR111W-A"	129.061822989651	1.06232186815813	0.193022996231615	5.50360262195603	3.72107764506349e-08	1.02666258908712e-07
"YBR114W"	410.504023476373	1.53874104337002	0.127266000710924	12.0907472127231	1.18206722827462e-33	7.50340617673634e-33
"YBR115C"	1891.27552931356	-1.28448941309713	0.124927170969157	-10.2819058746977	8.50293044657799e-25	4.2952059410968e-24
"YBR116C"	3478.28418264048	8.45324146467662	0.267653867498864	31.5827361049154	6.37333827512907e-219	3.56082804837168e-217
"YBR117C"	24098.6259773431	7.05464135039471	0.14320573215366	49.2622833199517	0	0
"YBR118W"	252169.550871489	-1.21061879601802	0.17079042372599	-7.0883294836266	1.35740492961783e-12	4.68442031355334e-12
"YBR121C"	6998.59529288257	-1.5832605990868	0.086025785687235	-18.4044886825339	1.20920538477803e-75	1.68534625779493e-74
"YBR121C-A"	93.777284927351	-1.37550645523052	0.470549962096577	-2.92318896191561	0.00346466185153698	0.00614854147311369
"YBR124W"	3.99888238769526	5.04322154546987	1.44663659494396	3.48617030918208	0.000489988948235968	0.000968767045002231
"YBR126C"	30655.6429405285	4.84496426361834	0.147948874410639	32.7475574445461	3.28934188489028e-235	2.04982930345903e-233
"YBR128C"	112.583197297008	1.17042740086195	0.17829473613713	6.56456509160061	5.21849451375871e-11	1.68936378340011e-10
"YBR132C"	996.36688407384	2.6815476837138	0.179429994028157	14.9448128683157	1.68363458880849e-50	1.5745506161714e-49
"YBR139W"	2943.52822209611	2.91733593004843	0.0813287236003204	35.8709174434521	8.6810563630773e-282	7.60296301204108e-280
"YBR142W"	504.041832656775	-3.69095571343848	0.179277923126815	-20.5878986607159	3.52321100980046e-94	6.41402543666201e-93
"YBR143C"	3615.97080055404	-1.23155029807847	0.105176731352648	-11.7093418120135	1.14162384990329e-31	6.86988316733819e-31
"YBR147W"	162.116428769617	4.1148747241948	0.228953272522856	17.9725525599728	3.19662189623192e-72	4.26282026944014e-71
"YBR148W"	35.6524586427156	1.2015437655233	0.389789114787542	3.08254828044187	0.00205236434772128	0.00375109231178274
"YBR149W"	6384.07313443124	2.30444783741905	0.143234040590636	16.0886883307662	3.06257118559483e-58	3.29162916315756e-57
"YBR150C"	216.879266956686	1.12760149390082	0.224392822977145	5.02512281337834	5.03110467928561e-07	1.2817055592158e-06
"YBR154C"	682.653390119567	-1.97503489973207	0.148747027832744	-13.2778108477762	3.11364403448068e-40	2.32215500431177e-39
"YBR155W"	264.289857832388	-3.18551201158538	0.229324995958595	-13.8908190023931	7.20072182032281e-44	5.80446245242689e-43
"YBR156C"	137.791538362688	-1.07642231835978	0.244166852392407	-4.40855221670233	1.0406393219918e-05	2.41647561656355e-05
"YBR158W"	3331.25086961445	-1.41075787411556	0.0988168922073415	-14.2764849470823	3.06684812152791e-46	2.61874080047725e-45
"YBR161W"	743.299306196729	1.16858245506015	0.112240332845506	10.4114307703333	2.19891644329899e-25	1.1274665719162e-24
"YBR162C"	16393.6003250022	-2.04034378173226	0.114802430520967	-17.7726531787986	1.15115121630087e-70	1.4981146652301e-69
"YBR162W-A"	245.216006577308	-1.70777607926793	0.178492786738893	-9.56775963034372	1.09247286080939e-21	5.07186003646535e-21
"YBR169C"	2632.0872028665	4.31666647741655	0.129900900027515	33.2304585765166	3.91080066545411e-242	2.61297928998021e-240
"YBR170C"	1009.88425298868	1.16911910515998	0.120528985805691	9.69989996468369	3.01794380684169e-22	1.42352938952991e-21
"YBR172C"	1121.36506510694	-1.03699761163049	0.114001500238142	-9.09635056963517	9.34180899329585e-20	4.12146113584414e-19
"YBR177C"	3749.69457809338	1.71162796566388	0.113557265828895	15.0728176939635	2.4446075857966e-51	2.31969279114902e-50
"YBR181C"	18340.7579187325	-2.71417641298181	0.22518245575123	-12.0532321398089	1.86490987544413e-33	1.17916886856131e-32
"YBR183W"	1448.65582977622	3.63771216494403	0.127223759266029	28.5930252802659	8.20378635449113e-180	3.38654390850045e-178
"YBR187W"	5277.74148757794	-1.6140337262954	0.175560170900531	-9.19362129813532	3.79834044295547e-20	1.69189308665254e-19
"YBR189W"	30310.0442673621	-2.57099337771309	0.238058105814536	-10.7998564842655	3.44741988918497e-27	1.86344689756529e-26
"YBR191W"	14392.6847804514	-2.93624341019505	0.185605251309346	-15.8198293931957	2.27107225532528e-56	2.35501108588211e-55
"YBR191W-A"	1012.27214752363	-2.62741809471361	0.528188507460722	-4.97439466705737	6.54518412214475e-07	1.65894948359875e-06
"YBR199W"	3286.84716581536	1.03917732286024	0.14522235062239	7.15576712817664	8.32062894279786e-13	2.88992476839619e-12
"YBR202W"	1117.07076500531	-1.22633916566806	0.13808799256616	-8.88085301899442	6.63495757797431e-19	2.86102196026956e-18
"YBR203W"	241.074179096076	1.39604991042126	0.17725449489129	7.87596337840381	3.38127274354325e-15	1.2883026837686e-14
"YBR204C"	473.83227051533	1.67055451347419	0.111966313139828	14.9201529158857	2.43714228850995e-50	2.26615770040645e-49
"YBR212W"	2911.41809504202	1.74119521448946	0.115708464237616	15.0481231080363	3.55168536029719e-51	3.36036099563301e-50
"YBR213W"	122.943923717269	-1.29206119256611	0.240322485242785	-5.3763641436248	7.60049994955802e-08	2.05759566303615e-07
"YBR214W"	5395.79292889916	4.39584081708365	0.130730897661618	33.6251100215176	7.20765833922644e-248	5.0774819235355e-246
"YBR216C"	638.228334878268	1.09687541954514	0.142963888843622	7.67239495523889	1.68814197315649e-14	6.25548778046153e-14
"YBR225W"	400.684910314235	1.33311581919065	0.177414250407955	7.51414171141957	5.72855062949425e-14	2.07296128585998e-13
"YBR226C"	47.7042717532757	1.16914169221866	0.317367903666521	3.68386871738345	0.000229720587910358	0.0004713470775615
"YBR230C"	3167.05034062471	4.16002175633299	0.191615490146906	21.7102581484599	1.64133266620586e-104	3.34511855650319e-103
"YBR233W-A"	96.5083423292103	-1.37976385220013	0.244836065553412	-5.6354599927155	1.74591674494887e-08	4.90901797137251e-08
"YBR238C"	661.315135300217	-2.85242495257987	0.165843368997686	-17.1995116224373	2.67778905727842e-66	3.29312160915017e-65
"YBR240C"	103.403712872658	1.11047276138321	0.219220991684444	5.06554026989199	4.07243672553957e-07	1.04819151780071e-06
"YBR241C"	1822.47201383301	2.44446770421652	0.186308231201411	13.120556662759	2.51083811641583e-39	1.8222555243551e-38
"YBR242W"	517.091757079014	-1.49917053083515	0.128134093825775	-11.7000127450356	1.27434357388832e-31	7.64016716222959e-31
"YBR244W"	588.23718526912	-1.12161263412052	0.153490290560936	-7.30738491680191	2.72391439489335e-13	9.62053906992032e-13
"YBR247C"	945.964121976422	-4.71574762469029	0.139510819040219	-33.8020209266408	1.84186497903211e-250	1.31177219001177e-248
"YBR248C"	1286.20987895149	-1.30035289945474	0.119358992098166	-10.8944695041097	1.22478234413084e-27	6.75558669983999e-27
"YBR249C"	6129.319902703	-1.94906844814453	0.138290590907863	-14.0940062179871	4.13426768525588e-45	3.4395621140107e-44
"YBR252W"	1038.11090593409	-1.37613737321623	0.173794204451047	-7.91820059571576	2.40972382409776e-15	9.23015372575506e-15
"YBR261C"	700.009269776009	-1.11023746640726	0.152445505593762	-7.28284813699807	3.26845093487393e-13	1.1493668208854e-12
"YBR263W"	5194.26279702479	-1.59482173534416	0.177219622020006	-8.99912615299515	2.27521354138041e-19	9.94312809284318e-19
"YBR267W"	739.61842333634	-4.28025465764686	0.167191779991651	-25.6008678049878	1.49197329958976e-144	4.22247989285643e-143
"YBR269C"	1067.76055649024	1.59005389216855	0.130767103031648	12.1594334913402	5.11119023263354e-34	3.26360826578305e-33
"YBR271W"	488.71788767814	-2.46422426345259	0.121210986103929	-20.3300405570474	6.97448178934153e-92	1.23840045141705e-90
"YBR273C"	921.309351387135	1.02678606402565	0.105288866605427	9.7520858294881	1.80716378277995e-22	8.57410576588348e-22
"YBR275C"	242.461410558253	-1.2269483105343	0.264775883350059	-4.63391263211141	3.58818477823997e-06	8.6097836163544e-06
"YBR280C"	928.885543338123	3.22731985620374	0.120497264662647	26.7833453750106	5.05151980547722e-158	1.70515103433843e-156
"YBR284W"	206.822041095423	2.48099772327687	0.198814522775309	12.4789562082483	9.72531825142299e-36	6.45797003970004e-35
"YBR285W"	111.008357828452	3.89612773791086	0.268059359132756	14.5345708148967	7.31706892358801e-48	6.39109483743584e-47
"YBR286W"	33749.7914971872	1.05651343557094	0.140206353856379	7.53541766483129	4.86774251804884e-14	1.76936843855718e-13
"YBR287W"	3722.84956186892	1.6940966786071	0.131101716147422	12.922002307751	3.38223661797583e-38	2.36975951579474e-37
"YBR292C"	19.0715559625608	-1.32402154071523	0.583733430239083	-2.26819550179427	0.0233172935065212	0.0366527720630037
"YBR298C"	709.057754907222	1.49935383688798	0.142477743064007	10.5234249549728	6.73788653834359e-26	3.51030889509685e-25
"YBR300C"	21.1389931056254	-2.10471705179393	0.449045098154672	-4.6870950388795	2.7711030194355e-06	6.7038143594481e-06
"YBR302C"	2257.33761176422	1.07518759756694	0.0822813485312797	13.0672092370752	5.0691319442332e-39	3.6221658357856e-38
"YCL002C"	421.748887910072	-1.07800055210487	0.175314579851351	-6.14894980793332	7.79976543587946e-10	2.35995703967950e-09
"YCL024W"	191.630609925239	-1.41688318645943	0.17615158264916	-8.04354502611213	8.72761183015365e-16	3.40334851210745e-15
"YCL026C-A"	54.4664067015595	-1.18323769202629	0.320112797970139	-3.69631486004089	0.000218751650545991	0.000450072840377323
"YCL031C"	296.569400706315	-1.08893657232502	0.239939754267939	-4.53837495852821	5.66893945558605e-06	1.3394238648069e-05
"YCL034W"	1716.56005066659	1.03906312311902	0.156250600276526	6.6499784402756	2.93135955442671e-11	9.5950208445654e-11
"YCL035C"	1035.37513785452	1.60691952892473	0.156767743750057	10.2503199349908	1.1795246509709e-24	5.93517023520374e-24
"YCL036W"	539.834375416809	-5.41227278594898	0.237583725477624	-22.7804862267753	7.1591832651126e-115	1.62802339442789e-113
"YCL037C"	47.6128407497127	-2.78573403240141	0.360007979071623	-7.73797858476686	1.01009855852689e-14	3.78626301782113e-14
"YCL038C"	1236.12592809425	1.32671797817799	0.105539036648633	12.5708744395212	3.05327994227827e-36	2.05272897364164e-35
"YCL039W"	1182.14288940183	1.75585640263491	0.148156302306945	11.8513784111404	2.1167991159885e-32	1.29424293120014e-31
"YCL040W"	74160.6439610726	5.75873150542381	0.185559431472782	31.0344317166573	1.8506823313218e-211	9.75144080430618e-210
"YCL041C"	106.041293260618	3.03038838449221	0.300416280471339	10.0872974651629	6.28767702375778e-24	3.08481716812825e-23
"YCL042W"	118.021298854317	3.2640344209635	0.307997556691692	10.5975984226096	3.05730405964969e-26	1.61223658344912e-25
"YCL046W"	9.43822782284904	4.32427612649867	1.00055061612875	4.3218964206227	1.5469381104005e-05	3.53391113623744e-05
"YCL047C"	438.914552548579	1.12371277743245	0.147236859742055	7.63200722564372	2.31126479843298e-14	8.52065253620257e-14
"YCL048W-A"	114.501827369807	6.25644726844693	0.470853928540954	13.2874483766843	2.73755300113158e-40	2.04401854842555e-39
"YCL049C"	893.389316826738	1.08991448697343	0.146655039469276	7.43182430632917	1.07110011926581e-13	3.84587250579597e-13
"YCL052C"	1039.52074368084	1.53912678571029	0.100150852986214	15.3680846424957	2.67974775615948e-53	2.64344675915823e-52
"YCL054W"	557.4459787125	-5.16332619691434	0.263830682833079	-19.5706054408428	2.75390551735269e-85	4.38527313463458e-84
"YCL057W"	3843.35024767878	1.06041223697309	0.0981135118250367	10.8080142810921	3.15423855959947e-27	1.70782122846818e-26
"YCL058W-A"	51.755290307564	-9.32621940104563	1.20049191828924	-7.76866487725795	7.93177121411225e-15	2.98697322711572e-14
"YCL059C"	604.407159212423	-4.76281822357543	0.215665812256215	-22.0842523613205	4.47896836398407e-108	9.39423752976724e-107
"YCL061C"	112.662336837489	-1.01157375786395	0.289853160152901	-3.48995248949616	0.000483106426850545	0.000956326436291504
"YCR004C"	4375.07670639787	1.379835955678	0.135498316401202	10.1834177156298	2.35154158446666e-24	1.16784222290639e-23
"YCR005C"	2245.02018715258	1.00718018112114	0.123270419621303	8.17049365302142	3.07130104955789e-16	1.22192155323417e-15
